Step,V2I_rate,V2V_Rate,V2V_success,Remaining_V2V_payload
85,"6.0,6.06,3.06,14.89","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
86,"9.13,7.64,4.33,14.8","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
87,"9.3,9.61,4.47,15.58","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
88,"7.41,5.48,2.98,15.16","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
89,"9.45,9.14,5.18,14.44","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
90,"6.44,7.4,6.17,15.84","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
91,"7.92,8.61,5.41,13.98","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
92,"8.24,7.76,5.04,14.53","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
93,"4.17,6.77,2.03,12.56","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
94,"6.06,1.42,3.32,15.78","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
95,"9.91,10.02,1.63,15.46","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
96,"9.19,7.56,2.7,13.75","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
97,"10.02,9.76,5.11,13.71","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
98,"11.54,5.38,3.78,15.42","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
99,"6.02,7.58,4.97,15.13","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
0,"1.59,0.19,1.55,1.56","0.57,0.56,0.58,0.59",0.0,"41826.75,41839.06,41818.93,41805.44"
1,"1.59,1.6,1.54,1.57","0.09,0.55,0.57,0.59",0.0,"41738.72,41286.61,41249.05,41213.16"
2,"1.57,1.5,1.54,1.57","0.55,0.4,0.58,0.59",0.0,"41192.99,40882.12,40671.1,40622.85"
3,"1.57,1.59,1.53,1.57","0.56,0.57,0.58,0.59",0.0,"40630.33,40307.19,40088.17,40032.42"
4,"1.56,1.6,1.24,1.59","0.59,0.49,0.55,0.58",0.0,"40043.45,39816.58,39535.4,39452.54"
5,"1.58,1.53,1.41,1.57","0.58,0.57,0.55,0.59",0.0,"39461.58,39247.5,38982.97,38859.55"
6,"1.6,1.59,1.37,1.57","0.57,0.52,0.57,0.59",0.0,"38887.76,38731.66,38408.06,38266.72"
7,"1.58,1.59,1.49,1.58","0.58,0.46,0.57,0.59",0.0,"38303.71,38276.13,37836.66,37679.17"
8,"1.59,1.57,1.42,1.58","0.54,0.57,0.58,0.59",0.0,"37764.84,37704.34,37259.09,37090.1"
9,"1.56,1.56,0.59,1.57","0.59,0.57,0.59,0.59",0.0,"37179.33,37136.82,36673.1,36500.17"
10,"1.58,1.6,1.56,1.59","0.58,0.45,0.58,0.58",0.0,"36603.14,36688.22,36096.64,35916.74"
11,"1.58,1.59,1.48,1.58","0.58,0.51,0.58,0.59",0.0,"36021.12,36177.83,35516.02,35327.46"
12,"1.46,1.58,1.55,1.57","0.59,0.57,0.57,0.59",0.0,"35433.2,35605.2,34947.48,34733.01"
13,"1.58,1.6,1.5,1.57","0.58,0.55,0.58,0.59",0.0,"34857.06,35053.14,34367.09,34141.3"
14,"1.58,1.57,1.48,1.59","0.58,0.57,0.59,0.58",0.0,"34276.82,34478.96,33781.16,33559.45"
15,"1.58,1.59,1.47,1.56","0.58,0.57,0.25,0.6",0.0,"33693.01,33910.55,33532.92,32962.36"
16,"1.57,1.37,1.53,1.6","0.59,0.58,0.58,0.58",0.0,"33106.71,33331.58,32954.58,32383.15"
17,"1.58,1.48,1.54,1.57","0.53,0.57,0.57,0.59",0.0,"32572.45,32757.81,32385.48,31790.68"
18,"1.51,1.59,1.28,1.59","0.58,0.2,0.58,0.58",0.0,"31993.84,32554.2,31800.72,31209.4"
19,"1.56,1.61,1.42,1.57","0.59,0.56,0.59,0.59",0.0,"31402.94,31992.88,31209.04,30615.5"
20,"1.57,1.58,1.42,1.58","0.59,0.56,0.58,0.59",0.0,"30814.01,31430.63,30631.24,30027.47"
21,"1.58,1.59,1.55,1.56","0.58,0.58,0.57,0.6",0.0,"30233.1,30855.04,30058.43,29431.54"
22,"1.54,1.56,1.51,1.59","0.48,0.58,0.58,0.58",0.0,"29755.06,30273.36,29482.11,28848.18"
23,"1.59,1.58,1.37,1.59","0.58,0.57,0.57,0.58",0.0,"29178.02,29698.76,28907.28,28267.37"
24,"1.59,1.56,1.31,1.57","0.57,0.58,0.58,0.59",0.0,"28606.91,29117.08,28323.76,27673.36"
25,"1.59,1.57,1.3,1.58","0.56,0.58,0.58,0.59",0.0,"28043.81,28539.48,27739.39,27084.42"
26,"1.59,1.6,1.56,1.59","0.58,0.53,0.58,0.58",0.0,"27465.29,28004.61,27163.22,26499.94"
27,"1.35,1.56,1.55,1.57","0.49,0.53,0.58,0.59",0.0,"26973.2,27475.99,26587.08,25908.67"
28,"1.58,1.59,1.31,1.58","0.56,0.46,0.57,0.59",0.0,"26411.38,27014.26,26012.84,25323.18"
29,"1.57,1.58,1.49,1.59","0.47,0.57,0.59,0.58",0.0,"25936.79,26448.45,25421.55,24739.61"
30,"1.53,1.59,1.25,1.57","0.6,0.58,0.58,0.59",0.0,"25338.79,25872.27,24844.62,24147.54"
31,"1.49,1.6,1.08,1.57","0.57,0.56,0.58,0.59",0.0,"24771.6,25310.99,24259.73,23553.84"
32,"1.57,1.59,1.52,1.58","0.57,0.57,0.51,0.59",0.0,"24204.0,24738.63,23751.29,22965.16"
33,"1.41,1.56,1.56,1.58","0.58,0.57,0.58,0.59",0.0,"23619.16,24167.1,23173.73,22375.87"
34,"1.57,1.58,1.34,1.58","0.49,0.55,0.57,0.59",0.0,"23129.71,23613.51,22602.28,21788.98"
35,"1.57,1.59,1.49,1.58","0.58,0.57,0.58,0.59",0.0,"22545.88,23048.03,22025.9,21200.4"
36,"1.57,1.58,1.47,1.58","0.59,0.58,0.25,0.59",0.0,"21957.88,22470.16,21780.18,20614.62"
37,"1.57,1.57,1.54,1.58","0.58,0.59,0.58,0.59",0.0,"21376.95,21882.71,21203.47,20025.91"
38,"1.44,1.58,1.5,1.57","0.58,0.58,0.59,0.59",0.0,"20796.18,21304.82,20611.58,19434.72"
39,"1.57,1.59,1.3,1.58","0.58,0.57,0.56,0.59",0.0,"20212.12,20731.54,20052.25,18845.39"
40,"1.6,1.58,1.18,1.57","0.55,0.57,0.59,0.59",0.0,"19661.42,20159.38,19462.94,18254.5"
41,"1.57,1.58,1.51,1.58","0.5,0.47,0.55,0.59",0.0,"19163.54,19694.25,18914.85,17665.53"
42,"1.57,1.58,1.58,1.56","0.58,0.53,0.57,0.6",0.0,"18586.51,19161.68,18346.62,17069.0"
43,"1.58,1.57,1.24,1.55","0.58,0.46,0.58,0.6",0.0,"18005.75,18696.76,17766.55,16468.42"
44,"1.57,1.57,1.5,1.58","0.59,0.54,0.58,0.59",0.0,"17415.44,18153.2,17183.42,15880.05"
45,"1.58,1.57,1.51,1.58","0.58,0.57,0.58,0.59",0.0,"16836.28,17583.3,16599.3,15294.54"
46,"1.54,1.58,1.54,1.59","0.58,0.54,0.58,0.58",0.0,"16252.28,17045.6,16018.08,14710.8"
47,"1.53,1.51,1.5,1.57","0.56,0.57,0.59,0.59",0.0,"15689.29,16475.28,15424.03,14117.6"
48,"1.57,1.59,1.23,1.57","0.56,0.57,0.58,0.59",0.0,"15130.49,15905.31,14842.01,13524.92"
49,"1.59,1.58,1.56,1.58","0.58,0.57,0.55,0.59",0.0,"14549.88,15333.14,14289.57,12938.83"
50,"1.52,1.59,1.49,1.59","0.58,0.53,0.57,0.58",0.0,"13966.07,14802.96,13715.08,12358.54"
51,"1.57,1.59,1.36,1.58","0.57,0.55,0.58,0.59",0.0,"13394.89,14252.31,13131.74,11770.19"
52,"1.58,1.57,1.08,1.56","0.58,0.58,0.21,0.6",0.0,"12813.11,13672.6,12923.77,11173.11"
53,"1.59,1.58,1.38,1.58","0.58,0.54,0.59,0.59",0.0,"12233.49,13135.72,12338.72,10585.48"
54,"1.58,1.6,1.35,1.58","0.58,0.57,0.58,0.59",0.0,"11649.66,12561.19,11763.55,9995.78"
55,"1.43,1.59,1.56,1.57","0.58,0.56,0.58,0.59",0.0,"11067.02,12001.27,11181.79,9405.23"
56,"1.59,1.57,1.49,1.57","0.57,0.11,0.59,0.59",0.0,"10497.91,11892.86,10590.66,8814.44"
57,"1.56,1.52,1.53,1.56","0.57,0.57,0.54,0.6",0.0,"9924.1,11324.42,10050.65,8219.43"
58,"1.59,1.58,1.51,1.58","0.58,0.58,0.59,0.59",0.0,"9347.43,10748.77,9465.01,7631.17"
59,"1.58,1.58,1.54,1.56","0.57,0.56,0.51,0.59",0.0,"8772.66,10186.91,8953.3,7036.65"
60,"1.59,1.56,1.33,1.57","0.56,0.57,0.59,0.59",0.0,"8209.3,9612.38,8365.63,6446.64"
61,"1.57,1.58,1.38,1.58","0.59,0.53,0.6,0.59",0.0,"7624.21,9081.51,7769.32,5858.51"
62,"1.58,1.58,1.53,1.59","0.57,0.57,0.58,0.58",0.0,"7052.99,8511.62,7186.24,5275.85"
63,"1.59,1.57,1.55,1.58","0.55,0.58,0.57,0.59",0.0,"6504.73,7930.79,6611.7,4689.58"
64,"1.58,1.58,1.2,1.58","0.58,0.57,0.57,0.59",0.0,"5924.32,7362.71,6037.66,4104.18"
65,"1.58,1.59,1.47,1.6","0.56,0.57,0.58,0.58",0.0,"5363.49,6788.5,5455.36,3524.85"
66,"1.58,1.6,1.46,1.6","0.58,0.57,0.59,0.58",0.0,"4782.4,6220.45,4867.85,2947.57"
67,"1.48,1.56,1.54,1.59","0.58,0.57,0.57,0.58",0.0,"4202.54,5651.97,4293.26,2364.73"
68,"1.57,1.6,1.33,1.58","0.59,0.2,0.59,0.59",0.0,"3613.37,5447.79,3707.23,1776.82"
69,"1.59,1.59,1.55,1.57","0.57,0.57,0.57,0.59",0.0,"3039.41,4874.98,3139.04,1186.13"
70,"1.56,1.58,1.51,1.59","0.59,0.54,0.59,0.58",0.0,"2452.91,4331.13,2549.4,602.91"
71,"1.58,1.59,1.53,1.58","0.56,0.42,0.58,0.59",0.0,"1896.86,3911.85,1974.35,16.14"
72,"1.58,1.59,1.54,1.58","0.58,0.56,0.58,0.59",0.25,"1314.79,3354.05,1390.19,0.0"
73,"1.57,1.57,1.48,14.27","0.58,0.13,0.59,0.0",0.25,"729.92,3227.17,805.09,0.0"
74,"1.58,1.58,1.47,14.2","0.58,0.58,0.59,0.0",0.25,"152.95,2651.07,213.39,0.0"
75,"1.59,1.59,0.91,11.3","0.58,0.58,0.59,0.0",0.75,"0.0,2073.49,0.0,0.0"
76,"10.26,1.59,4.86,14.42","0.0,0.42,0.0,0.0",0.75,"0.0,1651.66,0.0,0.0"
77,"6.58,1.6,0.34,10.75","0.0,0.56,0.0,0.0",0.75,"0.0,1095.65,0.0,0.0"
78,"6.62,1.58,3.92,12.04","0.0,0.58,0.0,0.0",0.75,"0.0,514.37,0.0,0.0"
79,"9.2,1.56,2.54,14.29","0.0,0.59,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
80,"9.22,8.05,6.16,11.61","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
81,"7.8,10.36,1.81,11.96","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
82,"10.5,9.49,2.41,14.56","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
83,"6.95,4.77,6.25,13.88","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
84,"8.24,8.19,6.64,13.42","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
85,"8.84,10.93,3.53,11.71","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
86,"9.33,6.53,3.89,15.03","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
87,"7.94,6.92,6.08,14.23","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
88,"9.48,7.63,4.51,16.27","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
89,"10.16,5.21,4.02,14.91","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
90,"10.37,2.45,2.51,13.35","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
91,"5.33,10.76,5.02,14.5","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
92,"8.28,7.91,2.34,12.67","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
93,"8.87,9.79,4.37,15.7","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
94,"1.85,5.91,2.61,16.08","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
95,"9.15,9.54,3.96,12.71","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
96,"9.16,5.9,0.78,10.76","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
97,"7.92,8.44,3.37,15.8","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
98,"10.67,6.96,3.37,13.64","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
99,"9.57,8.54,3.91,13.2","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
0,"1.58,1.58,1.41,1.58","0.59,0.58,0.57,0.59",0.0,"41814.21,41817.55,41825.6,41813.38"
1,"1.44,1.34,1.31,1.59","0.58,0.56,0.52,0.54",0.0,"41234.31,41257.15,41301.35,41271.19"
2,"1.57,1.59,0.79,1.59","0.59,0.46,0.59,0.58",0.0,"40647.79,40796.61,40712.69,40687.52"
3,"1.56,1.56,1.17,1.58","0.56,0.57,0.57,0.59",0.0,"40083.06,40222.89,40142.24,40098.59"
4,"1.58,1.59,1.47,1.58","0.58,0.57,0.59,0.59",0.0,"39503.17,39650.06,39553.15,39511.03"
5,"1.38,1.59,1.41,1.59","0.57,0.56,0.57,0.58",0.0,"38928.33,39090.09,38983.49,38928.13"
6,"1.55,1.57,1.55,1.58","0.6,0.58,0.57,0.59",0.0,"38333.15,38514.88,38410.55,38341.8"
7,"1.6,1.58,1.48,1.57","0.57,0.58,0.58,0.59",0.0,"37761.05,37936.5,37829.68,37752.13"
8,"1.55,1.59,1.43,1.58","0.57,0.58,0.52,0.59",0.0,"37194.51,37358.98,37305.16,37166.29"
9,"1.57,1.6,1.4,1.58","0.58,0.56,0.59,0.59",0.0,"36617.81,36794.21,36717.0,36579.51"
10,"1.57,1.58,1.2,1.57","0.58,0.58,0.59,0.59",0.0,"36040.77,36215.28,36127.21,35988.08"
11,"1.57,1.56,1.52,1.59","0.58,0.56,0.59,0.58",0.0,"35456.54,35658.69,35533.29,35403.87"
12,"1.58,1.57,1.33,1.6","0.49,0.53,0.59,0.58",0.0,"34970.37,35125.3,34943.6,34826.5"
13,"1.57,1.59,1.56,1.57","0.57,0.44,0.58,0.59",0.0,"34401.36,34682.6,34366.52,34232.38"
14,"1.52,1.58,1.44,1.59","0.59,0.57,0.58,0.58",0.0,"33815.73,34109.43,33782.25,33649.78"
15,"1.46,1.56,1.53,1.58","0.57,0.58,0.58,0.59",0.0,"33246.09,33532.75,33205.68,33060.72"
16,"1.58,1.58,1.41,1.57","0.57,0.55,0.58,0.59",0.0,"32672.13,32985.66,32624.14,32469.46"
17,"1.58,1.56,1.39,1.57","0.57,0.58,0.35,0.59",0.0,"32098.58,32406.87,32273.58,31877.89"
18,"1.52,1.59,1.55,1.58","0.58,0.56,0.57,0.59",0.0,"31514.85,31844.43,31701.42,31290.81"
19,"1.55,1.61,1.5,1.56","0.42,0.43,0.58,0.6",0.0,"31091.05,31417.73,31121.32,30695.63"
20,"1.58,1.59,1.43,1.57","0.58,0.58,0.58,0.59",0.0,"30512.22,30841.05,30542.72,30103.73"
21,"1.58,1.57,1.54,1.58","0.55,0.54,0.57,0.58",0.0,"29965.52,30298.93,29970.42,29518.77"
22,"1.58,1.59,0.89,1.58","0.55,0.56,0.57,0.59",0.0,"29417.29,29739.66,29397.48,28932.66"
23,"1.55,1.55,1.5,1.59","0.55,0.58,0.56,0.58",0.0,"28870.44,29158.78,28837.85,28349.39"
24,"1.58,1.6,1.39,1.57","0.59,0.57,0.58,0.59",0.0,"28284.65,28591.48,28260.86,27757.33"
25,"1.59,1.59,1.26,1.58","0.58,0.57,0.57,0.58",0.0,"27705.61,28023.45,27693.38,27175.01"
26,"1.56,1.58,0.87,1.58","0.59,0.52,0.57,0.59",0.0,"27117.77,27506.71,27124.17,26585.53"
27,"1.58,1.6,1.5,1.57","0.57,0.56,0.57,0.59",0.0,"26544.24,26948.54,26551.61,25992.61"
28,"1.57,1.54,0.04,1.59","0.58,0.56,0.58,0.58",0.0,"25960.17,26386.62,25967.38,25411.71"
29,"1.59,1.58,1.52,1.57","0.42,0.57,0.59,0.59",0.0,"25539.08,25815.87,25381.23,24821.54"
30,"1.6,1.58,1.51,1.59","0.57,0.57,0.58,0.58",0.0,"24966.38,25244.43,24804.12,24240.42"
31,"1.56,1.6,1.4,1.58","0.59,0.55,0.58,0.59",0.0,"24372.46,24690.0,24221.67,23651.37"
32,"1.58,1.6,1.53,1.57","0.58,0.57,0.58,0.59",0.0,"23795.65,24123.71,23638.33,23062.53"
33,"1.6,1.31,1.56,1.57","0.49,0.52,0.55,0.59",0.0,"23302.89,23601.98,23090.47,22473.27"
34,"1.56,1.59,1.26,1.57","0.6,0.54,0.58,0.59",0.0,"22707.81,23059.06,22511.51,21883.41"
35,"1.58,1.58,1.48,1.58","0.57,0.4,0.58,0.59",0.0,"22136.22,22659.45,21928.26,21295.3"
36,"1.57,1.58,0.48,1.59","0.59,0.58,0.55,0.58",0.0,"21544.3,22078.34,21373.65,20712.77"
37,"1.57,1.6,1.16,1.58","0.54,0.57,0.58,0.59",0.0,"20999.39,21506.18,20789.28,20127.23"
38,"1.57,1.58,1.55,1.56","0.46,0.45,0.59,0.6",0.0,"20541.25,21057.84,20201.52,19530.72"
39,"1.56,1.56,1.54,1.58","0.58,0.56,0.58,0.59",0.0,"19964.62,20497.56,19619.98,18943.41"
40,"1.59,1.58,1.2,1.56","0.58,0.58,0.58,0.6",0.0,"19387.48,19920.82,19039.81,18347.91"
41,"1.57,1.61,0.59,1.58","0.47,0.55,0.58,0.59",0.0,"18919.63,19366.88,18460.83,17760.7"
42,"1.58,1.59,1.51,1.58","0.48,0.56,0.58,0.59",0.0,"18437.37,18808.75,17880.79,17171.12"
43,"1.59,1.58,0.42,1.57","0.52,0.53,0.56,0.58",0.0,"17913.16,18277.5,17322.47,16587.41"
44,"1.56,1.59,1.28,1.56","0.6,0.49,0.58,0.6",0.0,"17317.97,17789.63,16744.45,15992.1"
45,"1.58,1.61,1.38,1.58","0.58,0.56,0.59,0.59",0.0,"16742.44,17228.87,16159.28,15406.4"
46,"1.56,1.58,1.42,1.59","0.44,0.58,0.57,0.58",0.0,"16306.55,16652.56,15587.03,14822.59"
47,"1.56,1.58,1.27,1.56","0.58,0.58,0.59,0.6",0.0,"15729.5,16075.39,14999.77,14225.29"
48,"1.57,1.59,1.34,1.59","0.57,0.58,0.58,0.58",0.0,"15155.3,15495.41,14418.57,13642.21"
49,"1.58,1.6,1.22,1.58","0.53,0.55,0.59,0.59",0.0,"14627.6,14945.58,13827.01,13054.82"
50,"1.58,1.6,1.43,1.55","0.58,0.57,0.56,0.6",0.0,"14052.2,14375.74,13271.21,12452.37"
51,"1.58,1.58,1.25,1.58","0.56,0.57,0.55,0.59",0.0,"13487.95,13803.26,12721.21,11864.84"
52,"1.57,1.59,1.51,1.58","0.57,0.28,0.58,0.59",0.0,"12917.73,13519.91,12144.91,11278.91"
53,"1.51,1.61,1.37,1.57","0.56,0.53,0.59,0.59",0.0,"12353.2,12993.78,11555.27,10684.68"
54,"1.58,1.6,1.18,1.56","0.56,0.56,0.59,0.6",0.0,"11795.14,12431.17,10968.52,10088.9"
55,"1.57,1.53,1.54,1.6","0.59,0.58,0.59,0.58",0.0,"11208.37,11855.48,10382.18,9510.01"
56,"1.58,1.6,1.44,1.57","0.58,0.49,0.58,0.59",0.0,"10632.37,11365.97,9804.75,8920.36"
57,"1.56,1.59,0.3,1.59","0.58,0.57,0.58,0.58",0.0,"10053.33,10800.57,9221.87,8335.94"
58,"1.56,1.03,1.53,1.58","0.57,0.56,0.58,0.59",0.0,"9487.71,10240.58,8641.03,7749.34"
59,"1.58,1.59,1.32,1.58","0.58,0.55,0.57,0.59",0.0,"8908.71,9685.94,8075.06,7160.01"
60,"1.46,1.6,1.3,1.58","0.58,0.57,0.58,0.59",0.0,"8330.6,9115.07,7492.87,6571.38"
61,"1.6,1.59,1.53,1.58","0.55,0.55,0.59,0.59",0.0,"7778.65,8561.13,6907.48,5982.36"
62,"1.58,1.55,1.34,1.57","0.54,0.57,0.58,0.59",0.0,"7237.32,7990.81,6327.06,5392.42"
63,"1.57,1.57,1.46,1.58","0.59,0.57,0.26,0.59",0.0,"6650.81,7417.36,6067.69,4807.42"
64,"1.57,1.38,1.51,1.57","0.58,0.57,0.58,0.59",0.0,"6068.73,6848.65,5491.27,4217.07"
65,"1.55,1.46,0.78,1.59","0.58,0.57,0.59,0.58",0.0,"5486.3,6275.83,4903.81,3635.82"
66,"1.57,1.58,1.42,1.58","0.58,0.56,0.58,0.59",0.0,"4906.23,5712.17,4326.93,3049.13"
67,"1.59,1.59,1.53,1.56","0.58,0.56,0.59,0.6",0.0,"4329.38,5150.7,3733.4,2452.97"
68,"1.56,1.58,1.25,1.58","0.48,0.57,0.56,0.59",0.0,"3853.24,4579.53,3168.61,1863.23"
69,"1.57,1.6,1.45,1.58","0.58,0.57,0.59,0.59",0.0,"3274.22,4008.32,2573.79,1274.47"
70,"1.58,1.52,1.5,1.58","0.57,0.58,0.58,0.59",0.0,"2703.81,3431.09,1997.77,687.25"
71,"1.54,1.57,0.31,1.58","0.57,0.58,0.59,0.58",0.0,"2132.92,2852.48,1407.93,102.75"
72,"1.58,1.6,1.49,1.56","0.58,0.55,0.57,0.59",0.25,"1553.07,2306.87,842.04,0.0"
73,"1.57,1.53,1.53,14.74","0.58,0.55,0.56,0.0",0.25,"975.64,1758.66,285.73,0.0"
74,"1.54,1.57,1.55,13.38","0.59,0.56,0.58,0.0",0.5,"386.85,1195.65,0.0,0.0"
75,"1.59,1.57,3.28,14.08","0.48,0.56,0.0,0.0",0.75,"0.0,632.65,0.0,0.0"
76,"7.08,1.6,4.09,13.85","0.0,0.48,0.0,0.0",0.75,"0.0,148.77,0.0,0.0"
77,"10.65,1.57,3.98,14.38","0.0,0.56,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
78,"8.2,7.46,4.86,13.55","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
79,"8.59,9.24,3.89,14.68","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
80,"8.16,7.82,4.12,15.17","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
81,"10.51,6.24,4.05,13.03","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
82,"9.95,7.58,4.41,14.4","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
83,"8.69,9.29,3.51,13.59","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
84,"8.24,8.42,5.22,15.38","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
85,"7.94,9.21,4.85,12.34","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
86,"9.19,7.08,4.77,8.12","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
87,"10.46,8.17,5.09,12.33","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
88,"8.47,5.34,5.17,14.31","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
89,"7.7,7.54,4.53,14.83","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
90,"10.0,7.27,0.77,11.05","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
91,"9.83,6.84,4.24,7.0","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
92,"10.79,10.47,5.26,13.28","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
93,"7.25,9.53,5.86,15.3","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
94,"10.77,9.08,2.72,15.37","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
95,"7.39,6.94,5.65,14.52","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
96,"9.47,1.18,6.31,12.06","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
97,"9.64,6.06,4.44,14.22","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
98,"9.25,9.41,3.44,13.95","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
99,"9.26,8.29,3.72,14.44","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
0,"1.57,1.57,1.54,1.57","0.59,0.57,0.58,0.59",0.0,"41814.82,41825.85,41815.09,41810.69"
1,"1.58,1.55,1.44,1.57","0.57,0.58,0.56,0.59",0.0,"41242.34,41247.57,41252.99,41219.03"
2,"1.59,1.6,1.52,1.58","0.57,0.57,0.58,0.59",0.0,"40670.45,40678.7,40668.3,40630.72"
3,"1.6,1.58,1.54,1.59","0.58,0.56,0.58,0.58",0.0,"40093.69,40114.87,40088.48,40046.45"
4,"1.57,1.54,1.5,1.58","0.58,0.57,0.07,0.59",0.0,"39513.43,39544.92,40013.98,39458.57"
5,"1.58,1.18,1.54,1.59","0.58,0.57,0.55,0.58",0.0,"38933.95,38973.99,39459.35,38874.55"
6,"1.59,1.6,1.55,1.57","0.56,0.57,0.58,0.59",0.0,"38378.33,38401.38,38877.93,38284.66"
7,"1.57,1.59,1.52,1.59","0.58,0.55,0.56,0.58",0.0,"37795.29,37850.75,38316.8,37701.31"
8,"1.58,1.36,1.5,1.57","0.57,0.52,0.58,0.59",0.0,"37221.99,37335.03,37733.98,37113.01"
9,"1.58,1.58,1.24,1.57","0.58,0.45,0.52,0.59",0.0,"36637.91,36883.23,37212.29,36521.36"
10,"1.58,1.58,1.53,1.59","0.58,0.58,0.58,0.58",0.0,"36058.67,36308.06,36637.0,35942.24"
11,"1.55,1.58,1.37,1.56","0.57,0.57,0.58,0.6",0.0,"35485.54,35742.57,36059.28,35345.34"
12,"1.56,1.58,1.38,1.58","0.31,0.53,0.58,0.59",0.0,"35179.62,35215.16,35475.9,34759.25"
13,"1.57,1.59,1.38,1.57","0.57,0.08,0.57,0.59",0.0,"34607.45,35136.02,34907.76,34167.88"
14,"1.58,1.59,1.5,1.58","0.57,0.56,0.58,0.59",0.0,"34035.56,34572.28,34326.6,33580.44"
15,"1.57,1.58,1.49,1.57","0.58,0.5,0.58,0.59",0.0,"33455.09,34075.81,33749.04,32989.81"
16,"1.58,1.54,1.48,1.58","0.57,0.46,0.58,0.59",0.0,"32890.05,33612.19,33173.58,32402.32"
17,"1.58,1.6,0.15,1.57","0.58,0.55,0.54,0.59",0.0,"32310.41,33066.8,32635.19,31810.78"
