Step,V2I_rate,V2V_Rate,V2V_success,Remaining_V2V_payload
52,"1.58,1.58,1.49,1.57","0.58,0.55,0.57,0.59",0.0,"12939.63,13725.97,13157.78,11229.62"
53,"1.52,1.58,1.37,1.58","0.56,0.58,0.56,0.59",0.0,"12376.52,13147.2,12596.78,10643.42"
54,"1.58,1.57,1.5,1.57","0.57,0.55,0.58,0.59",0.0,"11807.74,12593.82,12019.12,10053.49"
55,"1.58,1.59,1.49,1.55","0.58,0.57,0.59,0.6",0.0,"11228.04,12028.59,11433.23,9451.85"
56,"1.58,1.56,1.48,1.58","0.57,0.57,0.58,0.59",0.0,"10658.99,11461.2,10851.25,8862.48"
57,"1.56,1.55,1.39,1.57","0.58,0.57,0.57,0.59",0.0,"10074.41,10895.61,10279.54,8272.3"
58,"1.58,1.6,1.45,1.57","0.58,0.47,0.55,0.59",0.0,"9493.96,10429.02,9729.05,7679.17"
59,"1.57,1.52,1.45,1.59","0.58,0.58,0.58,0.58",0.0,"8912.71,9846.22,9153.93,7097.33"
60,"1.58,1.57,1.51,1.57","0.58,0.58,0.53,0.59",0.0,"8336.53,9262.95,8623.1,6506.91"
61,"1.58,1.58,1.56,1.57","0.54,0.48,0.58,0.59",0.0,"7795.9,8778.19,8042.91,5915.61"
62,"1.59,1.58,1.55,1.58","0.56,0.58,0.41,0.59",0.0,"7236.82,8193.56,7635.96,5327.53"
63,"1.57,1.58,1.4,1.57","0.58,0.57,0.58,0.59",0.0,"6654.5,7621.16,7052.08,4733.97"
64,"1.57,1.55,1.15,1.58","0.49,0.52,0.57,0.59",0.0,"6163.82,7100.56,6482.48,4145.48"
65,"1.58,1.58,1.43,1.57","0.58,0.58,0.59,0.59",0.0,"5580.17,6524.76,5896.37,3551.1"
66,"1.57,1.58,1.53,1.58","0.58,0.57,0.57,0.59",0.0,"5001.82,5955.1,5324.65,2964.11"
67,"1.57,1.58,1.46,1.59","0.56,0.57,0.59,0.58",0.0,"4439.45,5386.21,4732.63,2379.94"
68,"1.58,1.58,1.24,1.57","0.57,0.55,0.54,0.59",0.0,"3864.53,4832.5,4188.61,1790.03"
69,"1.56,1.56,1.33,1.59","0.59,0.55,0.59,0.58",0.0,"3273.97,4277.63,3600.9,1206.84"
70,"1.59,1.53,1.55,1.57","0.58,0.58,0.58,0.59",0.0,"2696.85,3696.79,3021.82,615.49"
71,"1.56,1.6,0.81,1.58","0.58,0.57,0.58,0.59",0.0,"2116.81,3125.36,2443.81,27.43"
72,"1.55,1.59,1.54,1.58","0.59,0.57,0.58,0.59",0.25,"1524.84,2557.98,1861.37,0.0"
73,"1.55,1.59,1.52,13.68","0.59,0.56,0.58,0.0",0.25,"934.17,1996.89,1282.49,0.0"
74,"1.57,1.35,1.05,14.1","0.58,0.55,0.59,0.0",0.25,"357.61,1446.68,694.77,0.0"
75,"1.56,1.6,1.57,14.39","0.58,0.44,0.58,0.0",0.5,"0.0,1004.58,114.94,0.0"
76,"9.88,1.59,1.52,14.3","0.0,0.57,0.58,0.0",0.75,"0.0,434.18,0.0,0.0"
77,"10.09,1.57,4.64,15.83","0.0,0.58,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
78,"8.52,7.65,5.43,14.14","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
79,"10.82,6.01,4.45,13.48","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
80,"9.31,6.77,5.14,14.72","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
81,"7.59,8.21,3.71,10.99","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
82,"8.19,9.69,3.7,11.81","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
83,"7.93,4.03,4.87,14.9","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
84,"10.59,10.45,5.1,12.92","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
85,"7.91,8.31,4.59,13.44","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
86,"7.26,10.52,3.41,15.24","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
87,"8.21,8.19,2.97,12.01","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
88,"2.36,8.88,4.21,14.26","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
89,"10.02,10.74,4.27,14.18","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
90,"7.98,8.06,3.86,11.66","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
91,"7.72,8.73,6.04,15.36","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
92,"8.56,5.57,4.41,12.21","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
93,"7.74,9.03,3.26,13.97","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
94,"10.73,6.85,4.08,13.56","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
95,"6.31,9.87,4.72,12.96","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
96,"6.03,7.98,3.63,14.49","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
97,"8.5,8.43,0.8,14.05","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
98,"8.08,7.25,6.36,13.39","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
99,"8.31,9.13,1.32,15.52","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
0,"1.56,1.57,1.41,1.58","0.52,0.56,0.58,0.59",0.0,"41875.4,41839.97,41817.79,41813.55"
1,"1.57,1.59,1.5,1.59","0.58,0.55,0.58,0.58",0.0,"41292.88,41285.7,41236.6,41232.23"
2,"1.56,1.59,1.5,1.58","0.57,0.57,0.58,0.59",0.0,"40720.27,40718.28,40651.74,40646.12"
3,"1.59,1.59,1.51,1.58","0.57,0.56,0.58,0.59",0.0,"40147.35,40161.84,40069.43,40057.72"
4,"1.57,1.58,1.31,1.57","0.58,0.56,0.54,0.59",0.0,"39566.9,39600.75,39529.25,39467.54"
5,"1.58,1.59,1.53,1.59","0.58,0.58,0.56,0.58",0.0,"38984.99,39025.0,38965.17,38885.1"
6,"1.57,1.41,1.37,1.58","0.58,0.46,0.53,0.59",0.0,"38407.71,38561.57,38435.24,38299.99"
7,"1.57,1.59,1.48,1.58","0.59,0.55,0.57,0.59",0.0,"37817.63,38009.7,37869.26,37714.25"
8,"1.58,1.59,1.53,1.56","0.58,0.57,0.59,0.6",0.0,"37234.89,37435.15,37278.01,37116.9"
9,"1.57,1.58,1.46,1.57","0.59,0.57,0.59,0.58",0.0,"36646.69,36868.01,36685.03,36532.08"
10,"1.59,1.58,1.5,1.58","0.58,0.58,0.59,0.59",0.0,"36071.5,36290.06,36097.37,35943.12"
11,"1.57,1.41,1.3,1.57","0.55,0.57,0.58,0.59",0.0,"35521.87,35715.9,35517.22,35352.32"
12,"1.55,1.59,1.44,1.58","0.59,0.57,0.56,0.59",0.0,"34934.03,35146.22,34952.93,34764.52"
13,"1.57,1.58,1.47,1.57","0.58,0.57,0.58,0.59",0.0,"34356.49,34575.81,34376.06,34171.89"
14,"1.57,1.58,1.33,1.58","0.48,0.58,0.58,0.59",0.0,"33878.6,33995.23,33793.87,33583.41"
15,"1.57,1.6,1.49,1.56","0.58,0.52,0.58,0.6",0.0,"33298.57,33471.99,33210.89,32986.65"
16,"1.57,1.57,1.51,1.57","0.59,0.56,0.59,0.59",0.0,"32712.02,32907.68,32625.38,32395.62"
17,"1.56,1.58,1.36,1.57","0.56,0.58,0.59,0.59",0.0,"32147.25,32329.73,32038.63,31802.67"
18,"1.57,1.58,0.51,1.59","0.58,0.54,0.54,0.58",0.0,"31567.3,31785.42,31501.1,31218.62"
19,"1.58,1.59,1.38,1.59","0.58,0.57,0.51,0.58",0.0,"30985.06,31219.69,30991.43,30638.29"
20,"1.54,1.59,1.51,1.57","0.58,0.56,0.59,0.59",0.0,"30409.21,30654.69,30403.86,30047.9"
21,"1.57,1.59,1.54,1.58","0.58,0.56,0.55,0.59",0.0,"29828.56,30095.83,29857.14,29458.35"
22,"1.55,1.59,1.54,1.6","0.56,0.56,0.58,0.58",0.0,"29266.71,29532.56,29274.15,28880.41"
23,"1.57,1.6,1.47,1.56","0.57,0.57,0.58,0.6",0.0,"28692.15,28961.24,28691.88,28283.7"
24,"1.59,1.59,1.56,1.58","0.47,0.57,0.58,0.59",0.0,"28218.88,28389.55,28111.63,27694.05"
25,"1.58,1.57,1.42,1.57","0.57,0.56,0.59,0.59",0.0,"27644.55,27834.12,27521.75,27102.81"
26,"1.55,1.6,1.06,1.57","0.59,0.57,0.57,0.59",0.0,"27059.32,27268.03,26947.0,26510.58"
27,"1.56,1.57,1.08,1.57","0.57,0.23,0.58,0.59",0.0,"26487.64,27034.23,26367.02,25919.92"
28,"1.59,1.61,1.55,1.59","0.58,0.56,0.58,0.58",0.0,"25906.28,26470.9,25782.39,25339.76"
29,"1.56,1.59,1.54,1.58","0.57,0.57,0.58,0.59",0.0,"25339.29,25897.26,25198.57,24753.65"
30,"1.56,1.58,1.45,1.6","0.58,0.56,0.57,0.58",0.0,"24755.69,25336.7,24631.47,24177.19"
31,"1.57,1.59,1.41,1.58","0.57,0.56,0.54,0.59",0.0,"24186.83,24775.79,24089.68,23589.77"
32,"1.59,1.6,1.51,1.6","0.56,0.57,0.57,0.58",0.0,"23629.96,24202.36,23514.92,23011.13"
33,"1.57,1.58,1.5,1.58","0.56,0.58,0.58,0.59",0.0,"23065.15,23622.26,22931.88,22425.56"
34,"1.57,1.59,1.48,1.59","0.58,0.58,0.56,0.58",0.0,"22482.42,23044.61,22367.11,21841.16"
35,"1.57,1.56,1.23,1.57","0.57,0.58,0.55,0.59",0.0,"21910.11,22467.25,21819.75,21250.5"
36,"1.57,1.57,1.57,1.58","0.59,0.59,0.56,0.59",0.0,"21323.32,21881.32,21261.49,20662.27"
37,"1.58,1.6,1.53,1.58","0.53,0.54,0.58,0.59",0.0,"20792.62,21343.47,20678.0,20076.18"
38,"1.56,1.6,1.46,1.59","0.53,0.51,0.57,0.58",0.0,"20264.25,20829.17,20110.54,19494.52"
39,"1.59,1.39,1.45,1.55","0.58,0.46,0.52,0.59",0.0,"19687.85,20373.81,19589.71,18901.91"
40,"1.58,1.6,1.18,1.58","0.58,0.57,0.58,0.59",0.0,"19105.79,19806.55,19009.67,18314.57"
41,"1.57,1.53,1.43,1.58","0.58,0.58,0.57,0.59",0.0,"18520.93,19226.72,18438.11,17728.86"
42,"1.58,1.58,1.44,1.58","0.52,0.26,0.58,0.58",0.0,"18003.72,18971.66,17854.73,17147.32"
43,"1.58,1.56,1.55,1.59","0.58,0.59,0.58,0.58",0.0,"17419.39,18385.49,17278.44,16565.68"
44,"1.54,1.59,1.56,1.57","0.58,0.51,0.44,0.59",0.0,"16842.54,17875.39,16838.93,15975.29"
45,"1.58,1.58,1.55,1.58","0.58,0.5,0.58,0.59",0.0,"16259.99,17370.7,16263.2,15388.03"
46,"1.56,1.58,1.46,1.58","0.59,0.57,0.57,0.59",0.0,"15670.81,16795.76,15691.36,14798.91"
47,"1.56,1.58,1.43,1.57","0.27,0.58,0.58,0.59",0.0,"15400.82,16219.03,15112.88,14208.87"
48,"1.57,1.58,1.42,1.58","0.58,0.58,0.57,0.59",0.0,"14823.29,15643.56,14539.68,13620.08"
49,"1.57,1.59,1.54,1.58","0.59,0.57,0.58,0.59",0.0,"14237.09,15078.44,13955.85,13031.93"
50,"1.57,1.59,1.55,1.59","0.57,0.57,0.58,0.58",0.0,"13664.33,14504.44,13372.21,12447.63"
51,"1.58,1.6,1.16,1.57","0.57,0.56,0.58,0.59",0.0,"13093.79,13940.33,12795.55,11856.44"
52,"1.59,1.59,1.44,1.58","0.57,0.57,0.59,0.59",0.0,"12519.75,13367.66,12205.12,11270.83"
53,"1.59,1.59,0.85,1.58","0.57,0.57,0.58,0.59",0.0,"11952.29,12796.15,11627.4,10681.97"
54,"1.55,1.59,1.55,1.58","0.53,0.52,0.58,0.59",0.0,"11422.78,12271.52,11051.45,10093.21"
55,"1.57,1.58,0.94,1.57","0.58,0.58,0.58,0.59",0.0,"10843.25,11693.2,10469.85,9499.4"
56,"1.56,1.6,1.5,1.58","0.58,0.51,0.58,0.59",0.0,"10265.77,11182.39,9889.01,8913.21"
57,"1.56,1.58,1.54,1.58","0.58,0.38,0.48,0.59",0.0,"9684.05,10801.68,9409.62,8323.56"
58,"1.57,1.59,0.95,1.57","0.59,0.58,0.51,0.59",0.0,"9098.66,10224.95,8903.21,7732.71"
59,"1.57,1.58,1.42,1.56","0.55,0.57,0.56,0.59",0.0,"8545.05,9652.93,8341.11,7138.44"
60,"1.58,1.61,1.55,1.59","0.58,0.51,0.58,0.58",0.0,"7968.67,9141.14,7760.7,6554.66"
61,"1.57,1.58,0.56,1.59","0.57,0.56,0.56,0.58",0.0,"7396.56,8577.47,7201.71,5970.19"
62,"1.56,1.58,0.85,1.59","0.58,0.57,0.58,0.58",0.0,"6818.88,8009.77,6623.37,5387.19"
63,"1.57,1.57,1.48,1.58","0.59,0.58,0.58,0.59",0.0,"6232.25,7430.13,6045.0,4798.31"
64,"1.58,1.57,1.56,1.56","0.56,0.57,0.58,0.6",0.0,"5671.12,6858.78,5466.93,4199.61"
65,"1.55,1.59,1.51,1.57","0.59,0.58,0.6,0.59",0.0,"5077.6,6280.74,4871.53,3605.56"
66,"1.58,1.6,1.41,1.57","0.58,0.57,0.58,0.59",0.0,"4498.96,5711.29,4286.89,3012.79"
67,"1.56,1.58,1.53,1.58","0.59,0.58,0.58,0.59",0.0,"3907.43,5134.95,3702.7,2425.11"
68,"1.33,1.59,1.43,1.57","0.57,0.54,0.52,0.59",0.0,"3333.38,4595.22,3181.43,1834.77"
69,"1.58,1.58,1.03,1.57","0.58,0.55,0.58,0.59",0.0,"2752.16,4047.86,2598.62,1244.13"
70,"1.57,1.57,1.46,1.59","0.58,0.44,0.57,0.58",0.0,"2173.72,3604.39,2026.95,660.9"
71,"1.57,1.58,1.52,1.58","0.58,0.57,0.58,0.59",0.0,"1589.02,3033.76,1444.62,73.98"
72,"1.59,1.58,1.58,1.59","0.58,0.56,0.57,0.58",0.25,"1007.72,2471.61,876.22,0.0"
73,"1.6,1.59,1.53,7.68","0.58,0.55,0.57,0.0",0.25,"432.25,1916.74,304.32,0.0"
74,"1.58,1.57,1.48,13.08","0.57,0.59,0.59,0.0",0.75,"0.0,1329.88,0.0,0.0"
75,"9.87,1.57,3.26,14.16","0.0,0.5,0.0,0.0",0.75,"0.0,825.37,0.0,0.0"
76,"7.48,1.57,5.16,14.29","0.0,0.56,0.0,0.0",0.75,"0.0,269.8,0.0,0.0"
77,"6.25,1.56,1.97,12.11","0.0,0.57,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
78,"7.2,7.6,3.24,10.45","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
79,"7.7,4.31,4.01,15.35","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
80,"9.33,9.09,4.6,14.72","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
81,"6.12,3.36,3.82,12.62","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
82,"9.74,10.25,5.36,14.98","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
83,"8.61,4.95,4.69,15.54","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
84,"10.87,4.57,2.98,13.72","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
85,"10.8,11.06,4.64,7.59","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
86,"9.44,10.27,2.35,13.92","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
87,"9.39,6.63,5.88,14.57","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
88,"6.67,3.02,3.08,14.52","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
89,"9.44,7.06,3.65,16.32","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
90,"10.1,7.59,6.15,11.92","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
91,"8.07,9.42,1.05,10.76","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
92,"6.79,7.26,4.82,14.24","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
93,"10.19,7.46,5.47,15.95","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
94,"5.63,9.92,6.05,15.06","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
95,"9.89,7.63,5.87,13.0","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
96,"10.35,6.15,5.98,10.2","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
97,"8.6,6.85,3.27,13.52","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
98,"6.9,9.22,2.08,11.64","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
99,"10.18,5.25,5.23,14.11","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
0,"1.58,1.6,1.55,1.58","0.58,0.47,0.58,0.59",0.0,"41824.42,41933.44,41819.48,41812.52"
1,"1.58,1.6,1.56,1.56","0.58,0.57,0.5,0.6",0.0,"41242.49,41364.23,41316.21,41214.44"
2,"1.56,1.6,1.55,1.57","0.59,0.57,0.58,0.59",0.0,"40650.74,40793.24,40735.99,40622.04"
3,"1.56,1.56,1.12,1.58","0.57,0.52,0.55,0.59",0.0,"40080.82,40269.44,40181.72,40035.83"
4,"1.59,1.58,1.52,1.58","0.54,0.57,0.57,0.59",0.0,"39539.4,39698.21,39609.91,39447.8"
5,"1.58,1.6,1.26,1.58","0.55,0.53,0.57,0.59",0.0,"38988.15,39172.8,39035.42,38861.04"
6,"1.57,1.58,1.36,1.57","0.54,0.57,0.59,0.59",0.0,"38443.94,38598.5,38449.88,38272.97"
7,"1.59,1.58,1.47,1.58","0.58,0.58,0.54,0.59",0.0,"37865.01,38018.86,37909.07,37687.93"
8,"1.57,1.56,1.47,1.56","0.58,0.59,0.59,0.59",0.0,"37286.56,37432.35,37323.71,37093.77"
9,"1.58,1.58,1.07,1.58","0.58,0.55,0.58,0.59",0.0,"36702.73,36877.46,36748.51,36507.26"
10,"1.58,1.58,1.53,1.58","0.58,0.57,0.56,0.59",0.0,"36124.56,36305.08,36187.19,35918.33"
11,"1.58,1.59,1.55,1.56","0.57,0.51,0.54,0.6",0.0,"35552.03,35791.19,35646.12,35321.88"
12,"1.56,1.58,1.52,1.59","0.59,0.58,0.36,0.58",0.0,"34960.42,35212.78,35285.5,34738.58"
13,"1.13,1.59,1.52,1.57","0.58,0.57,0.57,0.59",0.0,"34379.56,34644.93,34713.49,34147.92"
14,"1.55,1.57,1.56,1.57","0.58,0.58,0.55,0.59",0.0,"33803.94,34061.24,34159.63,33556.09"
15,"1.57,1.58,1.38,1.58","0.55,0.58,0.57,0.58",0.0,"33250.76,33484.28,33587.13,32971.28"
16,"1.52,1.59,1.37,1.59","0.59,0.55,0.58,0.58",0.0,"32662.36,32937.95,33008.41,32389.14"
17,"1.56,1.59,1.54,1.58","0.58,0.49,0.58,0.59",0.0,"32083.86,32446.83,32430.18,31800.68"
18,"1.59,1.59,1.49,1.58","0.58,0.57,0.55,0.58",0.0,"31508.31,31879.74,31880.66,31216.51"
19,"1.56,1.6,1.45,1.58","0.59,0.58,0.58,0.58",0.0,"30920.29,31304.29,31301.04,30631.56"
20,"1.56,1.61,1.44,1.58","0.57,0.54,0.58,0.58",0.0,"30349.28,30764.6,30718.8,30046.81"
21,"1.58,1.58,0.98,1.56","0.58,0.57,0.56,0.6",0.0,"29770.19,30196.83,30154.89,29451.49"
22,"1.57,1.59,1.26,1.6","0.58,0.5,0.58,0.58",0.0,"29188.92,29693.75,29574.1,28871.78"
23,"1.56,1.59,1.54,1.59","0.58,0.57,0.59,0.58",0.0,"28609.3,29125.31,28983.59,28291.86"
24,"1.54,1.6,1.27,1.56","0.58,0.54,0.58,0.6",0.0,"28029.95,28585.33,28407.17,27693.79"
25,"1.58,1.59,0.62,1.56","0.58,0.57,0.59,0.59",0.0,"27449.69,28017.89,27821.73,27100.95"
26,"1.58,1.58,1.46,1.58","0.57,0.56,0.59,0.59",0.0,"26882.65,27453.8,27232.78,26513.92"
27,"1.6,1.53,1.49,1.57","0.56,0.57,0.59,0.59",0.0,"26319.21,26879.09,26642.38,25922.79"
28,"1.57,1.58,1.55,1.57","0.58,0.58,0.57,0.59",0.0,"25738.14,26303.72,26075.38,25331.94"
29,"1.58,1.58,1.03,1.56","0.59,0.56,0.5,0.6",0.0,"25152.62,25741.64,25577.25,24734.04"
30,"1.57,1.61,1.53,1.58","0.56,0.56,0.57,0.59",0.0,"24597.05,25180.67,25005.78,24146.2"
31,"1.58,1.59,1.55,1.58","0.58,0.57,0.58,0.59",0.0,"24019.88,24606.38,24424.88,23558.66"
32,"1.6,1.58,1.51,1.59","0.57,0.52,0.57,0.58",0.0,"23451.33,24082.33,23852.39,22974.88"
33,"1.54,1.5,1.54,1.57","0.56,0.55,0.59,0.59",0.0,"22893.72,23532.04,23267.17,22381.0"
34,"1.57,1.58,1.38,1.58","0.58,0.58,0.58,0.59",0.0,"22317.29,22948.54,22691.45,21795.05"
35,"1.56,1.55,0.93,1.58","0.58,0.58,0.59,0.59",0.0,"21736.17,22364.5,22102.83,21209.44"
36,"1.57,1.58,1.29,1.58","0.58,0.55,0.58,0.59",0.0,"21155.74,21810.2,21525.62,20620.39"
37,"1.55,1.57,1.55,1.58","0.58,0.58,0.58,0.59",0.0,"20574.35,21228.22,20945.19,20030.89"
38,"1.57,1.57,1.02,1.59","0.58,0.58,0.57,0.58",0.0,"19989.78,20647.07,20378.14,19449.16"
39,"1.57,1.59,1.53,1.58","0.59,0.56,0.58,0.59",0.0,"19403.7,20086.14,19795.81,18861.16"
40,"1.58,1.58,1.53,1.56","0.55,0.58,0.58,0.6",0.0,"18851.44,19509.14,19215.85,18264.08"
41,"1.54,1.58,1.49,1.57","0.58,0.46,0.57,0.59",0.0,"18271.97,19044.54,18643.01,17671.47"
42,"1.6,1.58,1.16,1.58","0.52,0.52,0.59,0.59",0.0,"17750.19,18520.51,18052.66,17084.34"
43,"1.58,1.45,1.39,1.58","0.57,0.59,0.58,0.59",0.0,"17176.52,17934.64,17469.84,16496.23"
44,"1.57,1.57,1.53,1.58","0.59,0.58,0.58,0.59",0.0,"16589.49,17358.17,16886.73,15906.55"
45,"1.55,1.53,1.42,1.57","0.58,0.57,0.57,0.59",0.0,"16005.76,16784.99,16319.27,15316.13"
46,"1.58,1.59,1.4,1.58","0.57,0.58,0.57,0.59",0.0,"15439.59,16208.11,15744.4,14728.44"
47,"1.55,1.6,1.26,1.57","0.59,0.51,0.59,0.59",0.0,"14852.2,15695.01,15156.1,14135.48"
48,"1.56,1.59,1.54,1.57","0.59,0.56,0.54,0.59",0.0,"14264.8,15133.82,14613.26,13548.26"
49,"1.56,0.97,1.47,1.57","0.58,0.55,0.58,0.59",0.0,"13688.32,14580.74,14035.45,12956.45"
50,"1.58,1.58,1.43,1.58","0.58,0.54,0.55,0.59",0.0,"13105.4,14044.76,13490.02,12369.83"
51,"1.58,1.57,1.44,1.59","0.56,0.51,0.58,0.58",0.0,"12542.31,13534.37,12909.59,11786.23"
52,"1.57,1.58,1.47,1.57","0.58,0.58,0.58,0.59",0.0,"11959.12,12956.98,12331.17,11194.74"
53,"1.59,1.46,1.53,1.57","0.58,0.58,0.58,0.59",0.0,"11379.53,12374.99,11753.03,10600.5"
54,"1.55,1.57,1.56,1.58","0.58,0.57,0.58,0.59",0.0,"10799.81,11808.12,11172.64,10012.38"
55,"1.58,1.57,1.51,1.58","0.57,0.58,0.6,0.58",0.0,"10224.98,11223.73,10577.3,9428.49"
56,"1.23,1.59,1.55,1.55","0.57,0.39,0.57,0.6",0.0,"9656.95,10831.84,10002.61,8828.65"
57,"1.57,1.57,1.01,1.56","0.59,0.58,0.55,0.6",0.0,"9071.35,10248.75,9450.21,8229.85"
58,"1.57,0.66,1.38,1.58","0.58,0.58,0.58,0.59",0.0,"8489.74,9672.89,8872.35,7640.14"
59,"1.58,1.6,1.45,1.57","0.58,0.44,0.57,0.59",0.0,"7908.51,9232.29,8299.09,7047.74"
60,"1.53,1.59,1.53,1.58","0.59,0.56,0.58,0.59",0.0,"7320.63,8668.68,7715.37,6461.88"
61,"1.57,1.57,1.08,1.25","0.56,0.55,0.58,0.58",0.0,"6760.23,8122.5,7133.83,5882.33"
62,"1.59,1.58,0.96,1.59","0.57,0.58,0.54,0.58",0.0,"6193.05,7543.71,6595.32,5299.75"
63,"1.55,1.6,1.54,1.59","0.58,0.58,0.57,0.58",0.0,"5609.51,6967.92,6022.61,4715.91"
64,"1.57,1.33,1.47,1.58","0.59,0.59,0.58,0.59",0.0,"5022.95,6382.46,5438.64,4126.94"
65,"1.6,1.58,1.17,1.58","0.57,0.57,0.55,0.59",0.0,"4453.6,5815.01,4891.93,3539.87"
66,"1.58,1.57,1.5,1.57","0.58,0.59,0.59,0.59",0.0,"3872.22,5228.98,4305.62,2946.66"
67,"1.58,1.59,1.57,1.57","0.57,0.57,0.57,0.59",0.0,"3299.03,4656.54,3730.81,2353.91"
68,"1.57,1.59,1.43,1.59","0.57,0.5,0.57,0.58",0.0,"2727.01,4153.05,3163.29,1770.77"
69,"1.56,1.57,1.41,1.57","0.58,0.23,0.49,0.59",0.0,"2146.24,3921.66,2677.64,1179.95"
70,"1.57,1.45,1.54,1.56","0.58,0.55,0.53,0.6",0.0,"1570.7,3369.25,2147.6,583.6"
71,"1.58,1.57,1.47,1.57","0.58,0.56,0.58,0.59",0.25,"987.69,2810.47,1565.49,0.0"
72,"1.58,1.57,1.55,14.88","0.58,0.55,0.58,0.0",0.25,"406.14,2258.85,984.01,0.0"
73,"1.56,1.58,1.48,14.07","0.58,0.5,0.58,0.0",0.5,"0.0,1754.76,404.25,0.0"
74,"9.6,1.59,1.41,10.73","0.0,0.54,0.58,0.0",0.75,"0.0,1210.63,0.0,0.0"
75,"7.04,1.57,2.74,15.93","0.0,0.14,0.0,0.0",0.75,"0.0,1075.35,0.0,0.0"
76,"9.82,1.58,3.14,14.56","0.0,0.41,0.0,0.0",0.75,"0.0,664.64,0.0,0.0"
77,"9.64,1.58,4.9,13.4","0.0,0.58,0.0,0.0",0.75,"0.0,82.43,0.0,0.0"
78,"9.59,1.56,3.23,14.13","0.0,0.58,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
79,"7.61,6.33,4.64,14.85","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
80,"8.44,6.49,2.28,12.44","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
81,"4.42,9.49,3.08,13.06","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
82,"7.11,6.31,2.39,15.4","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
83,"8.86,8.46,4.92,14.75","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
84,"8.68,6.97,1.54,14.14","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
